"participant.id","participant.code","participant.label","assigned_role","group.id","final.offer","final.stage","s1.p1_points","s1.p2_points","s2.p1_points","s2.p2_points","s3.p1_points","s3.p2_points","p1_discounted_points","p2_discounted_points","round_number","treatment","AI","Transfer","accept.stage1","accept.stage2","accept.stage3","accept.stage4"
16,"q2py44sj","SUB16","P1",16,60,1,40,60,NA,NA,NA,NA,40,60,8,"T2",1,1,1,0,0,0
17,"uzhuss2s","SUB18","P1",17,50,1,50,50,NA,NA,NA,NA,50,50,8,"T2",1,1,1,0,0,0
18,"z06q3y0q","SUB19","P2",18,50,1,50,50,NA,NA,NA,NA,50,50,8,"T2",1,1,1,0,0,0
20,"3101cn8m","SUB22","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,8,"T2",1,1,1,0,0,0
21,"irl2zno9","SUB21","P2",21,40,1,60,40,NA,NA,NA,NA,60,40,8,"T2",1,1,1,0,0,0
24,"x0yd06i5","SUB25","P2",24,50,1,50,50,NA,NA,NA,NA,50,50,8,"T2",1,1,1,0,0,0
1,"qgj4ans2","SUB01","P1",1,55,1,45,55,NA,NA,NA,NA,45,55,9,"T2",1,1,1,0,0,0
2,"y6vt5nki","SUB02","P2",2,30,1,70,30,NA,NA,NA,NA,70,30,9,"T2",1,1,1,0,0,0
4,"prnf850t","SUB04","P2",4,30,1,70,30,NA,NA,NA,NA,70,30,9,"T2",1,1,1,0,0,0
6,"fxxtcili","SUB05","P2",6,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
8,"8s4s3qgl","SUB10","P1",8,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
9,"o8bxqfyl","SUB11","P2",9,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
10,"lljzay9s","SUB09","P1",10,47,1,53,47,NA,NA,NA,NA,53,47,9,"T2",1,1,1,0,0,0
11,"q6l3ja4i","SUB13","P2",11,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
12,"gkbczgor","SUB12","P2",12,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
13,"sno2xyi9","SUB14","P2",13,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
14,"tmb79jpn","SUB15","P1",14,45,1,55,45,NA,NA,NA,NA,55,45,9,"T2",1,1,1,0,0,0
15,"1wizmznv","SUB17","P2",15,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
16,"q2py44sj","SUB16","P1",16,55,1,45,55,NA,NA,NA,NA,45,55,9,"T2",1,1,1,0,0,0
17,"uzhuss2s","SUB18","P2",17,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
18,"z06q3y0q","SUB19","P2",18,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
20,"3101cn8m","SUB22","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
21,"irl2zno9","SUB21","P2",21,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
22,"3q80v4zt","SUB23","P1",22,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
23,"n7uygjoj","SUB24","P1",23,52,1,48,52,NA,NA,NA,NA,48,52,9,"T2",1,1,1,0,0,0
24,"x0yd06i5","SUB25","P2",24,40,1,60,40,NA,NA,NA,NA,60,40,9,"T2",1,1,1,0,0,0
25,"tfqxsoxe","SUB26","P1",25,50,1,50,50,NA,NA,NA,NA,50,50,9,"T2",1,1,1,0,0,0
26,"0yx3c7qf","SUB27","P1",26,65,1,35,65,NA,NA,NA,NA,35,65,9,"T2",1,1,1,0,0,0
1,"qgj4ans2","SUB01","P1",1,55,1,45,55,NA,NA,NA,NA,45,55,10,"T2",1,1,1,0,0,0
2,"y6vt5nki","SUB02","P2",2,35,1,65,35,NA,NA,NA,NA,65,35,10,"T2",1,1,1,0,0,0
3,"7kjwc9qf","SUB03","P2",3,40,1,60,40,NA,NA,NA,NA,60,40,10,"T2",1,1,1,0,0,0
4,"prnf850t","SUB04","P1",4,35,1,65,35,NA,NA,NA,NA,65,35,10,"T2",1,1,1,0,0,0
7,"ha6kapux","SUB07","P2",7,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
8,"8s4s3qgl","SUB10","P2",8,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
9,"o8bxqfyl","SUB11","P2",9,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
10,"lljzay9s","SUB09","P2",10,40,1,60,40,NA,NA,NA,NA,60,40,10,"T2",1,1,1,0,0,0
12,"gkbczgor","SUB12","P2",12,40,1,60,40,NA,NA,NA,NA,60,40,10,"T2",1,1,1,0,0,0
13,"sno2xyi9","SUB14","P1",13,49,1,51,49,NA,NA,NA,NA,51,49,10,"T2",1,1,1,0,0,0
14,"tmb79jpn","SUB15","P2",14,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
16,"q2py44sj","SUB16","P1",16,55,1,45,55,NA,NA,NA,NA,45,55,10,"T2",1,1,1,0,0,0
17,"uzhuss2s","SUB18","P1",17,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
18,"z06q3y0q","SUB19","P2",18,30,1,70,30,NA,NA,NA,NA,70,30,10,"T2",1,1,1,0,0,0
20,"3101cn8m","SUB22","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
22,"3q80v4zt","SUB23","P2",22,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
24,"x0yd06i5","SUB25","P2",24,30,1,70,30,NA,NA,NA,NA,70,30,10,"T2",1,1,1,0,0,0
25,"tfqxsoxe","SUB26","P2",25,50,1,50,50,NA,NA,NA,NA,50,50,10,"T2",1,1,1,0,0,0
11,"q6l3ja4i","SUB13","P2",11,50,2,70,30,50,50,NA,NA,30,20,1,"T2",1,1,0,1,0,0
12,"gkbczgor","SUB12","P1",12,36,2,50,50,36,64,NA,NA,21.6,25.6,1,"T2",1,1,0,1,0,0
14,"tmb79jpn","SUB15","P1",14,36,2,55,45,36,64,NA,NA,21.6,25.6,1,"T2",1,1,0,1,0,0
16,"q2py44sj","SUB16","P1",16,30,2,50,50,30,70,NA,NA,18,28,1,"T2",1,1,0,1,0,0
23,"n7uygjoj","SUB24","P1",23,36,2,50,50,36,64,NA,NA,21.6,25.6,1,"T2",1,1,0,1,0,0
26,"0yx3c7qf","SUB27","P1",26,45,2,70,30,45,55,NA,NA,27,22,1,"T2",1,1,0,1,0,0
6,"fxxtcili","SUB05","P1",6,36,2,83,17,36,64,NA,NA,21.6,25.6,2,"T2",1,1,0,1,0,0
17,"uzhuss2s","SUB18","P1",17,29,2,60,40,29,71,NA,NA,17.4,28.4,2,"T2",1,1,0,1,0,0
21,"irl2zno9","SUB21","P2",21,40,2,70,30,40,60,NA,NA,24,24,2,"T2",1,1,0,1,0,0
22,"3q80v4zt","SUB23","P2",22,40,2,60,40,40,60,NA,NA,24,24,2,"T2",1,1,0,1,0,0
8,"8s4s3qgl","SUB10","P1",8,37,2,55,45,37,63,NA,NA,22.2,25.2,3,"T2",1,1,0,1,0,0
11,"q6l3ja4i","SUB13","P1",11,30,2,60,40,30,70,NA,NA,18,28,3,"T2",1,1,0,1,0,0
22,"3q80v4zt","SUB23","P1",22,60,2,60,40,60,40,NA,NA,36,16,3,"T2",1,1,0,1,0,0
1,"qgj4ans2","SUB01","P1",1,49,2,49,51,49,51,NA,NA,29.4,20.4,4,"T2",1,1,0,1,0,0
8,"8s4s3qgl","SUB10","P1",8,34,2,51,49,34,66,NA,NA,20.4,26.4,4,"T2",1,1,0,1,0,0
9,"o8bxqfyl","SUB11","P1",9,39,2,55,45,39,61,NA,NA,23.4,24.4,4,"T2",1,1,0,1,0,0
13,"sno2xyi9","SUB14","P1",13,36,2,60,40,36,64,NA,NA,21.6,25.6,4,"T2",1,1,0,1,0,0
22,"3q80v4zt","SUB23","P2",22,40,2,60,40,40,60,NA,NA,24,24,4,"T2",1,1,0,1,0,0
26,"0yx3c7qf","SUB27","P1",26,28,2,70,30,28,72,NA,NA,16.8,28.8,4,"T2",1,1,0,1,0,0
11,"q6l3ja4i","SUB13","P2",11,50,2,70,30,50,50,NA,NA,30,20,5,"T2",1,1,0,1,0,0
16,"q2py44sj","SUB16","P1",16,25,2,55,45,25,75,NA,NA,15,30,5,"T2",1,1,0,1,0,0
26,"0yx3c7qf","SUB27","P1",26,36,2,50,50,36,64,NA,NA,21.6,25.6,5,"T2",1,1,0,1,0,0
4,"prnf850t","SUB04","P1",4,40,2,70,30,40,60,NA,NA,24,24,6,"T2",1,1,0,1,0,0
6,"fxxtcili","SUB05","P1",6,36,2,60,40,36,64,NA,NA,21.6,25.6,6,"T2",1,1,0,1,0,0
7,"ha6kapux","SUB07","P1",7,60,2,83,17,60,40,NA,NA,36,16,6,"T2",1,1,0,1,0,0
10,"lljzay9s","SUB09","P1",10,60,2,60,40,60,40,NA,NA,36,16,6,"T2",1,1,0,1,0,0
9,"o8bxqfyl","SUB11","P1",9,44,2,52,48,44,56,NA,NA,26.4,22.4,7,"T2",1,1,0,1,0,0
12,"gkbczgor","SUB12","P1",12,46,2,50,50,46,54,NA,NA,27.6,21.6,7,"T2",1,1,0,1,0,0
12,"gkbczgor","SUB12","P2",12,50,2,70,30,50,50,NA,NA,30,20,8,"T2",1,1,0,1,0,0
26,"0yx3c7qf","SUB27","P1",26,24,2,40,60,24,76,NA,NA,14.4,30.4,8,"T2",1,1,0,1,0,0
6,"fxxtcili","SUB05","P1",6,30,2,60,40,30,70,NA,NA,18,28,10,"T2",1,1,0,1,0,0
26,"0yx3c7qf","SUB27","P1",26,36,2,40,60,36,64,NA,NA,21.6,25.6,10,"T2",1,1,0,1,0,0
8,"8s4s3qgl","SUB10","P1",8,55,3,55,45,24,76,45,55,16.2,8.8,1,"T2",1,1,0,0,1,0
18,"z06q3y0q","SUB19","P1",18,50,3,55,45,30,70,50,50,18,8,1,"T2",1,1,0,0,1,0
22,"3q80v4zt","SUB23","P1",22,25,3,75,25,30,70,75,25,27,4,1,"T2",1,1,0,0,1,0
11,"q6l3ja4i","SUB13","P1",11,50,3,70,30,42,58,50,50,18,8,2,"T2",1,1,0,0,1,0
15,"1wizmznv","SUB17","P1",15,20,3,75,25,24,76,80,20,28.8,3.2,2,"T2",1,1,0,0,1,0
24,"x0yd06i5","SUB25","P1",24,50,3,70,30,36,64,50,50,18,8,2,"T2",1,1,0,0,1,0
5,"b8qh05ti","SUB08","P1",5,1,3,60,40,24,76,99,1,35.64,0.16,3,"T2",1,1,0,0,1,0
9,"o8bxqfyl","SUB11","P1",9,50,3,60,40,24,76,50,50,18,8,3,"T2",1,1,0,0,1,0
14,"tmb79jpn","SUB15","P1",14,20,3,50,50,30,70,80,20,28.8,3.2,3,"T2",1,1,0,0,1,0
21,"irl2zno9","SUB21","P1",21,40,3,50,50,20,80,60,40,21.6,6.4,3,"T2",1,1,0,0,1,0
5,"b8qh05ti","SUB08","P1",5,1,3,60,40,34,66,99,1,35.64,0.16,4,"T2",1,1,0,0,1,0
15,"1wizmznv","SUB17","P1",15,18,3,65,35,24,76,82,18,29.52,2.88,4,"T2",1,1,0,0,1,0
19,"jfk37j88","SUB20","P1",19,25,3,60,40,30,70,75,25,27,4,4,"T2",1,1,0,0,1,0
24,"x0yd06i5","SUB25","P2",24,46,3,70,30,40,60,54,46,19.44,7.36,4,"T2",1,1,0,0,1,0
3,"7kjwc9qf","SUB03","P1",3,2,3,65,35,30,70,98,2,35.28,0.32,5,"T2",1,1,0,0,1,0
5,"b8qh05ti","SUB08","P1",5,1,3,60,40,30,70,99,1,35.64,0.16,5,"T2",1,1,0,0,1,0
18,"z06q3y0q","SUB19","P1",18,30,3,55,45,27,73,70,30,25.2,4.8,5,"T2",1,1,0,0,1,0
21,"irl2zno9","SUB21","P1",21,20,3,50,50,24,76,80,20,28.8,3.2,5,"T2",1,1,0,0,1,0
3,"7kjwc9qf","SUB03","P1",3,2,3,63,37,27,73,98,2,35.28,0.32,6,"T2",1,1,0,0,1,0
9,"o8bxqfyl","SUB11","P2",9,34,3,70,30,42,58,66,34,23.76,5.44,6,"T2",1,1,0,0,1,0
11,"q6l3ja4i","SUB13","P1",11,50,3,55,45,30,70,50,50,18,8,6,"T2",1,1,0,0,1,0
24,"x0yd06i5","SUB25","P2",24,24,3,95,35,20,80,76,24,27.36,3.84,6,"T2",1,1,0,0,1,0
3,"7kjwc9qf","SUB03","P1",3,2,3,59,41,28,72,98,2,35.28,0.32,7,"T2",1,1,0,0,1,0
4,"prnf850t","SUB04","P1",4,20,3,68,32,24,76,80,20,28.8,3.2,7,"T2",1,1,0,0,1,0
10,"lljzay9s","SUB09","P1",10,20,3,50,50,24,76,80,20,28.8,3.2,7,"T2",1,1,0,0,1,0
11,"q6l3ja4i","SUB13","P1",11,42,3,55,45,28,72,58,42,20.88,6.72,7,"T2",1,1,0,0,1,0
15,"1wizmznv","SUB17","P1",15,15,3,64,36,40,60,85,15,30.6,2.4,7,"T2",1,1,0,0,1,0
3,"7kjwc9qf","SUB03","P1",3,1,3,55,45,36,64,99,1,35.64,0.16,8,"T2",1,1,0,0,1,0
4,"prnf850t","SUB04","P2",4,10,3,70,30,20,80,90,10,32.4,1.6,8,"T2",1,1,0,0,1,0
19,"jfk37j88","SUB20","P1",19,25,3,60,40,24,76,75,25,27,4,8,"T2",1,1,0,0,1,0
23,"n7uygjoj","SUB24","P1",23,45,3,49,51,30,70,55,45,19.8,7.2,8,"T2",1,1,0,0,1,0
5,"b8qh05ti","SUB08","P1",5,1,3,60,40,36,64,99,1,35.64,0.16,9,"T2",1,1,0,0,1,0
7,"ha6kapux","SUB07","P1",7,1,3,80,20,28,72,99,1,35.64,0.16,9,"T2",1,1,0,0,1,0
19,"jfk37j88","SUB20","P1",19,25,3,65,35,36,64,75,25,27,4,9,"T2",1,1,0,0,1,0
5,"b8qh05ti","SUB08","P1",5,1,3,60,40,24,76,99,1,35.64,0.16,10,"T2",1,1,0,0,1,0
11,"q6l3ja4i","SUB13","P1",11,50,3,54,46,28,72,50,50,18,8,10,"T2",1,1,0,0,1,0
15,"1wizmznv","SUB17","P1",15,10,3,60,40,29,71,90,10,32.4,1.6,10,"T2",1,1,0,0,1,0
19,"jfk37j88","SUB20","P1",19,25,3,65,35,36,64,75,25,27,4,10,"T2",1,1,0,0,1,0
21,"irl2zno9","SUB21","P1",21,20,3,50,50,34,66,80,20,28.8,3.2,10,"T2",1,1,0,0,1,0
23,"n7uygjoj","SUB24","P2",23,27,3,70,30,24,76,73,27,26.28,4.32,10,"T2",1,1,0,0,1,0
1,"qgj4ans2","SUB01","P1",1,10,4,60,40,30,70,90,10,0,0,2,"T2",1,1,0,0,0,1
3,"7kjwc9qf","SUB03","P2",3,33,4,67,33,24,76,67,33,0,0,3,"T2",1,1,0,0,0,1
20,"3101cn8m","SUB22","P1",20,80,4,50,50,12,88,20,80,0,0,3,"T2",1,1,0,0,0,1
25,"tfqxsoxe","SUB26","P2",25,30,4,60,40,0,100,70,30,0,0,4,"T2",1,1,0,0,0,1
5,"b8qh05ti","SUB08","P1",5,1,4,60,40,36,64,99,1,0,0,6,"T2",1,1,0,0,0,1
19,"jfk37j88","SUB20","P1",19,25,4,60,40,30,70,75,25,0,0,6,"T2",1,1,0,0,0,1
25,"tfqxsoxe","SUB26","P2",25,32,4,60,40,40,60,68,32,0,0,6,"T2",1,1,0,0,0,1
19,"jfk37j88","SUB20","P2",19,42,4,70,30,35,65,58,42,0,0,7,"T2",1,1,0,0,0,1
6,"fxxtcili","SUB05","P1",6,1,4,70,30,20,80,99,1,0,0,8,"T2",1,1,0,0,0,1
22,"3q80v4zt","SUB23","P1",22,10,4,50,50,24,76,90,10,0,0,8,"T2",1,1,0,0,0,1
25,"tfqxsoxe","SUB26","P2",25,23,4,70,30,30,70,77,23,0,0,8,"T2",1,1,0,0,0,1
3,"7kjwc9qf","SUB03","P2",3,16,4,60,40,1,99,84,16,0,0,9,"T2",1,1,0,0,0,1
2,"jqjfk2ez","SUB02","P1",2,30,1,70,30,NA,NA,NA,NA,70,30,1,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,50,1,50,50,NA,NA,NA,NA,50,50,1,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P1",5,50,1,50,50,NA,NA,NA,NA,50,50,1,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P2",7,50,1,50,50,NA,NA,NA,NA,50,50,1,"T3",1,0,1,0,0,0
8,"8xbs4gco","SUB05","P1",8,35,1,65,35,NA,NA,NA,NA,65,35,1,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,30,1,70,30,NA,NA,NA,NA,70,30,1,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P2",11,30,1,70,30,NA,NA,NA,NA,70,30,1,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P2",12,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P2",14,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P2",15,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,30,1,70,30,NA,NA,NA,NA,70,30,1,"T3",1,0,1,0,0,0
17,"zkx8in1a","SUB16","P2",17,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
23,"7mv0ktln","SUB23","P1",23,40,1,60,40,NA,NA,NA,NA,60,40,1,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P2",24,35,1,65,35,NA,NA,NA,NA,65,35,1,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P2",26,20,1,80,20,NA,NA,NA,NA,80,20,1,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P1",1,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
6,"tp33s34j","SUB07","P2",6,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P1",7,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
8,"8xbs4gco","SUB05","P1",8,31,1,69,31,NA,NA,NA,NA,69,31,2,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P2",12,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P2",15,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
18,"62mpqbrr","SUB19","P2",18,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P1",21,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P2",25,50,1,50,50,NA,NA,NA,NA,50,50,2,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P2",26,40,1,60,40,NA,NA,NA,NA,60,40,2,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P2",1,40,1,60,40,NA,NA,NA,NA,60,40,3,"T3",1,0,1,0,0,0
2,"jqjfk2ez","SUB02","P2",2,40,1,60,40,NA,NA,NA,NA,60,40,3,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,40,1,60,40,NA,NA,NA,NA,60,40,3,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P2",5,40,1,60,40,NA,NA,NA,NA,60,40,3,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,30,1,70,30,NA,NA,NA,NA,70,30,3,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P1",11,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P2",13,40,1,60,40,NA,NA,NA,NA,60,40,3,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P1",14,45,1,55,45,NA,NA,NA,NA,55,45,3,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P1",15,41,1,59,41,NA,NA,NA,NA,59,41,3,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P1",16,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P1",19,45,1,55,45,NA,NA,NA,NA,55,45,3,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P2",20,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P2",21,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
23,"7mv0ktln","SUB23","P2",23,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P2",25,50,1,50,50,NA,NA,NA,NA,50,50,3,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P1",1,60,1,40,60,NA,NA,NA,NA,40,60,4,"T3",1,0,1,0,0,0
2,"jqjfk2ez","SUB02","P2",2,30,1,70,30,NA,NA,NA,NA,70,30,4,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,30,1,70,30,NA,NA,NA,NA,70,30,4,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,30,1,70,30,NA,NA,NA,NA,70,30,4,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P2",5,30,1,70,30,NA,NA,NA,NA,70,30,4,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P1",7,45,1,55,45,NA,NA,NA,NA,55,45,4,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,40,1,60,40,NA,NA,NA,NA,60,40,4,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P1",10,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P1",12,55,1,45,55,NA,NA,NA,NA,45,55,4,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P1",13,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P2",15,40,1,60,40,NA,NA,NA,NA,60,40,4,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P1",16,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
18,"62mpqbrr","SUB19","P2",18,40,1,60,40,NA,NA,NA,NA,60,40,4,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,40,1,60,40,NA,NA,NA,NA,60,40,4,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P2",20,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P2",21,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
