"participant.id","participant.code","participant.label","assigned_role","group.id","final.offer","final.stage","s1.p1_points","s1.p2_points","s2.p1_points","s2.p2_points","s3.p1_points","s3.p2_points","p1_discounted_points","p2_discounted_points","round_number","treatment","AI","Transfer","accept.stage1","accept.stage2","accept.stage3","accept.stage4"
22,"1pbdj537","SUB20","P1",22,45,1,55,45,NA,NA,NA,NA,55,45,4,"T3",1,0,1,0,0,0
23,"7mv0ktln","SUB23","P1",23,30,1,70,30,NA,NA,NA,NA,70,30,4,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P2",25,50,1,50,50,NA,NA,NA,NA,50,50,4,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P2",1,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P1",5,51,1,49,51,NA,NA,NA,NA,49,51,5,"T3",1,0,1,0,0,0
6,"tp33s34j","SUB07","P2",6,30,1,70,30,NA,NA,NA,NA,70,30,5,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P2",7,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,40,1,60,40,NA,NA,NA,NA,60,40,5,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,40,1,60,40,NA,NA,NA,NA,60,40,5,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P2",11,30,1,70,30,NA,NA,NA,NA,70,30,5,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P1",12,55,1,45,55,NA,NA,NA,NA,45,55,5,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P1",13,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P2",15,40,1,60,40,NA,NA,NA,NA,60,40,5,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
18,"62mpqbrr","SUB19","P1",18,40,1,60,40,NA,NA,NA,NA,60,40,5,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P1",19,37,1,63,37,NA,NA,NA,NA,63,37,5,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
22,"1pbdj537","SUB20","P2",22,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P1",25,50,1,50,50,NA,NA,NA,NA,50,50,5,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P2",26,30,1,70,30,NA,NA,NA,NA,70,30,5,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P2",1,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,40,1,60,40,NA,NA,NA,NA,60,40,6,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P1",5,51,1,49,51,NA,NA,NA,NA,49,51,6,"T3",1,0,1,0,0,0
8,"8xbs4gco","SUB05","P2",8,40,1,60,40,NA,NA,NA,NA,60,40,6,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,40,1,60,40,NA,NA,NA,NA,60,40,6,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P1",10,60,1,40,60,NA,NA,NA,NA,40,60,6,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P2",11,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P1",13,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P2",14,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,40,1,60,40,NA,NA,NA,NA,60,40,6,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P1",21,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
22,"1pbdj537","SUB20","P1",22,46,1,54,46,NA,NA,NA,NA,54,46,6,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P2",25,40,1,60,40,NA,NA,NA,NA,60,40,6,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P1",26,50,1,50,50,NA,NA,NA,NA,50,50,6,"T3",1,0,1,0,0,0
2,"jqjfk2ez","SUB02","P2",2,40,1,60,40,NA,NA,NA,NA,60,40,7,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,40,1,60,40,NA,NA,NA,NA,60,40,7,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P1",4,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P1",5,51,1,49,51,NA,NA,NA,NA,49,51,7,"T3",1,0,1,0,0,0
6,"tp33s34j","SUB07","P2",6,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P1",7,45,1,55,45,NA,NA,NA,NA,55,45,7,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,40,1,60,40,NA,NA,NA,NA,60,40,7,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P1",11,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P1",12,55,1,45,55,NA,NA,NA,NA,45,55,7,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P2",15,30,1,70,30,NA,NA,NA,NA,70,30,7,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,40,1,60,40,NA,NA,NA,NA,60,40,7,"T3",1,0,1,0,0,0
17,"zkx8in1a","SUB16","P1",17,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P1",21,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
22,"1pbdj537","SUB20","P1",22,45,1,55,45,NA,NA,NA,NA,55,45,7,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P2",24,40,1,60,40,NA,NA,NA,NA,60,40,7,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P1",25,50,1,50,50,NA,NA,NA,NA,50,50,7,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P2",26,20,1,80,20,NA,NA,NA,NA,80,20,7,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P1",1,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
2,"jqjfk2ez","SUB02","P2",2,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P1",4,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
6,"tp33s34j","SUB07","P2",6,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P1",11,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P1",12,55,1,45,55,NA,NA,NA,NA,45,55,8,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P2",13,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P2",14,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
15,"h9ymerbf","SUB17","P1",15,41,1,59,41,NA,NA,NA,NA,59,41,8,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,30,1,70,30,NA,NA,NA,NA,70,30,8,"T3",1,0,1,0,0,0
17,"zkx8in1a","SUB16","P2",17,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
18,"62mpqbrr","SUB19","P2",18,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P2",20,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P1",21,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
23,"7mv0ktln","SUB23","P2",23,50,1,50,50,NA,NA,NA,NA,50,50,8,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,51,1,49,51,NA,NA,NA,NA,49,51,8,"T3",1,0,1,0,0,0
25,"n1afhoo5","SUB27","P2",25,40,1,60,40,NA,NA,NA,NA,60,40,8,"T3",1,0,1,0,0,0
1,"03lvt6vi","SUB01","P2",1,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P1",3,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P1",5,51,1,49,51,NA,NA,NA,NA,49,51,9,"T3",1,0,1,0,0,0
7,"7wdmb5sf","SUB09","P1",7,46,1,54,46,NA,NA,NA,NA,54,46,9,"T3",1,0,1,0,0,0
8,"8xbs4gco","SUB05","P1",8,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P2",10,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
11,"1jdjqddd","SUB13","P1",11,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P2",12,35,1,65,35,NA,NA,NA,NA,65,35,9,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P2",13,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P2",14,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
19,"qjoebw3l","SUB21","P2",19,40,1,60,40,NA,NA,NA,NA,60,40,9,"T3",1,0,1,0,0,0
20,"q4jqgxsk","SUB24","P1",20,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
21,"74dlajfd","SUB22","P1",21,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
22,"1pbdj537","SUB20","P1",22,44,1,56,44,NA,NA,NA,NA,56,44,9,"T3",1,0,1,0,0,0
23,"7mv0ktln","SUB23","P2",23,50,1,50,50,NA,NA,NA,NA,50,50,9,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,51,1,49,51,NA,NA,NA,NA,49,51,9,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P2",26,30,1,70,30,NA,NA,NA,NA,70,30,9,"T3",1,0,1,0,0,0
2,"jqjfk2ez","SUB02","P2",2,40,1,60,40,NA,NA,NA,NA,60,40,10,"T3",1,0,1,0,0,0
3,"imt9yc21","SUB03","P2",3,30,1,70,30,NA,NA,NA,NA,70,30,10,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P2",4,30,1,70,30,NA,NA,NA,NA,70,30,10,"T3",1,0,1,0,0,0
5,"nh7aajh2","SUB08","P2",5,50,1,50,50,NA,NA,NA,NA,50,50,10,"T3",1,0,1,0,0,0
6,"tp33s34j","SUB07","P2",6,40,1,60,40,NA,NA,NA,NA,60,40,10,"T3",1,0,1,0,0,0
8,"8xbs4gco","SUB05","P2",8,30,1,70,30,NA,NA,NA,NA,70,30,10,"T3",1,0,1,0,0,0
9,"a5d0lckm","SUB10","P2",9,30,1,70,30,NA,NA,NA,NA,70,30,10,"T3",1,0,1,0,0,0
10,"ic7texjb","SUB11","P1",10,50,1,50,50,NA,NA,NA,NA,50,50,10,"T3",1,0,1,0,0,0
12,"ptghbnc9","SUB14","P1",12,51,1,49,51,NA,NA,NA,NA,49,51,10,"T3",1,0,1,0,0,0
13,"ghobmd5w","SUB12","P1",13,50,1,50,50,NA,NA,NA,NA,50,50,10,"T3",1,0,1,0,0,0
14,"qdz5djn8","SUB15","P2",14,50,1,50,50,NA,NA,NA,NA,50,50,10,"T3",1,0,1,0,0,0
16,"8jqp9j4g","SUB18","P2",16,40,1,60,40,NA,NA,NA,NA,60,40,10,"T3",1,0,1,0,0,0
17,"zkx8in1a","SUB16","P2",17,40,1,60,40,NA,NA,NA,NA,60,40,10,"T3",1,0,1,0,0,0
18,"62mpqbrr","SUB19","P2",18,40,1,60,40,NA,NA,NA,NA,60,40,10,"T3",1,0,1,0,0,0
24,"49ru8nb0","SUB26","P1",24,51,1,49,51,NA,NA,NA,NA,49,51,10,"T3",1,0,1,0,0,0
26,"1zh5s3po","SUB25","P1",26,60,1,40,60,NA,NA,NA,NA,40,60,10,"T3",1,0,1,0,0,0
4,"u9s293b2","SUB04","P1",4,30,2,55,45,30,70,NA,NA,18,28,1,"T3",1,0,0,1,0,0
18,"62mpqbrr","SUB19","P2",18,40,2,65,35,40,60,NA,NA,24,24,1,"T3",1,0,0,1,0,0
20,"q4jqgxsk","SUB24","P1",20,60,2,90,10,60,40,NA,NA,36,16,1,"T3",1,0,0,1,0,0
21,"74dlajfd","SUB22","P1",21,36,2,60,40,36,64,NA,NA,21.6,25.6,1,"T3",1,0,0,1,0,0
25,"n1afhoo5","SUB27","P1",25,36,2,51,49,36,64,NA,NA,21.6,25.6,1,"T3",1,0,0,1,0,0
5,"nh7aajh2","SUB08","P1",5,42,2,50,50,42,58,NA,NA,25.2,23.2,2,"T3",1,0,0,1,0,0
9,"a5d0lckm","SUB10","P1",9,36,2,45,55,36,64,NA,NA,21.6,25.6,2,"T3",1,0,0,1,0,0
20,"q4jqgxsk","SUB24","P1",20,40,2,80,20,40,60,NA,NA,24,24,2,"T3",1,0,0,1,0,0
23,"7mv0ktln","SUB23","P2",23,30,2,60,40,30,70,NA,NA,18,28,2,"T3",1,0,0,1,0,0
6,"tp33s34j","SUB07","P1",6,42,2,65,35,42,58,NA,NA,25.2,23.2,3,"T3",1,0,0,1,0,0
8,"8xbs4gco","SUB05","P1",8,25,2,69,31,25,75,NA,NA,15,30,3,"T3",1,0,0,1,0,0
8,"8xbs4gco","SUB05","P1",8,24,2,65,35,24,76,NA,NA,14.4,30.4,4,"T3",1,0,0,1,0,0
11,"1jdjqddd","SUB13","P1",11,28,2,55,45,28,72,NA,NA,16.8,28.8,4,"T3",1,0,0,1,0,0
8,"8xbs4gco","SUB05","P1",8,36,2,60,40,36,64,NA,NA,21.6,25.6,5,"T3",1,0,0,1,0,0
14,"qdz5djn8","SUB15","P2",14,35,2,60,40,35,65,NA,NA,21,26,5,"T3",1,0,0,1,0,0
17,"zkx8in1a","SUB16","P1",17,35,2,59,41,35,65,NA,NA,21,26,5,"T3",1,0,0,1,0,0
24,"49ru8nb0","SUB26","P1",24,45,2,50,50,45,55,NA,NA,27,22,6,"T3",1,0,0,1,0,0
1,"03lvt6vi","SUB01","P1",1,33,2,60,40,33,67,NA,NA,19.8,26.8,7,"T3",1,0,0,1,0,0
8,"8xbs4gco","SUB05","P1",8,29,2,59,41,29,71,NA,NA,17.4,28.4,7,"T3",1,0,0,1,0,0
14,"qdz5djn8","SUB15","P2",14,25,2,60,40,25,75,NA,NA,15,30,7,"T3",1,0,0,1,0,0
3,"imt9yc21","SUB03","P1",3,45,2,65,35,45,55,NA,NA,27,22,8,"T3",1,0,0,1,0,0
5,"nh7aajh2","SUB08","P1",5,30,2,49,51,30,70,NA,NA,18,28,8,"T3",1,0,0,1,0,0
8,"8xbs4gco","SUB05","P2",8,64,2,80,20,64,36,NA,NA,38.4,14.4,8,"T3",1,0,0,1,0,0
10,"ic7texjb","SUB11","P1",10,36,2,60,40,36,64,NA,NA,21.6,25.6,8,"T3",1,0,0,1,0,0
19,"qjoebw3l","SUB21","P1",19,36,2,63,37,36,64,NA,NA,21.6,25.6,8,"T3",1,0,0,1,0,0
22,"1pbdj537","SUB20","P2",22,42,2,65,35,42,58,NA,NA,25.2,23.2,8,"T3",1,0,0,1,0,0
6,"tp33s34j","SUB07","P1",6,43,2,50,50,43,57,NA,NA,25.8,22.8,9,"T3",1,0,0,1,0,0
17,"zkx8in1a","SUB16","P1",17,36,2,55,45,36,64,NA,NA,21.6,25.6,9,"T3",1,0,0,1,0,0
11,"1jdjqddd","SUB13","P1",11,36,2,50,50,36,64,NA,NA,21.6,25.6,10,"T3",1,0,0,1,0,0
21,"74dlajfd","SUB22","P1",21,42,2,50,50,42,58,NA,NA,25.2,23.2,10,"T3",1,0,0,1,0,0
1,"03lvt6vi","SUB01","P1",1,10,3,65,35,24,76,90,10,32.4,1.6,1,"T3",1,0,0,0,1,0
9,"a5d0lckm","SUB10","P1",9,50,3,50,50,24,76,50,50,18,8,1,"T3",1,0,0,0,1,0
13,"ghobmd5w","SUB12","P1",13,40,3,70,30,24,76,60,40,21.6,6.4,1,"T3",1,0,0,0,1,0
22,"1pbdj537","SUB20","P1",22,45,3,65,35,24,76,55,45,19.8,7.2,1,"T3",1,0,0,0,1,0
2,"jqjfk2ez","SUB02","P1",2,20,3,70,30,24,76,80,20,28.8,3.2,2,"T3",1,0,0,0,1,0
11,"1jdjqddd","SUB13","P2",11,35,3,80,20,40,60,65,35,23.4,5.6,2,"T3",1,0,0,0,1,0
13,"ghobmd5w","SUB12","P1",13,45,3,60,40,21,79,55,45,19.8,7.2,2,"T3",1,0,0,0,1,0
14,"qdz5djn8","SUB15","P1",14,20,3,60,40,36,64,80,20,28.8,3.2,2,"T3",1,0,0,0,1,0
17,"zkx8in1a","SUB16","P1",17,1,3,60,40,36,64,99,1,35.64,0.16,2,"T3",1,0,0,0,1,0
22,"1pbdj537","SUB20","P1",22,40,3,70,30,24,76,60,40,21.6,6.4,2,"T3",1,0,0,0,1,0
7,"7wdmb5sf","SUB09","P1",7,20,3,60,40,20,80,80,20,28.8,3.2,3,"T3",1,0,0,0,1,0
12,"ptghbnc9","SUB14","P1",12,55,3,53,47,27,73,45,55,16.2,8.8,3,"T3",1,0,0,0,1,0
17,"zkx8in1a","SUB16","P1",17,1,3,60,40,24,76,99,1,35.64,0.16,3,"T3",1,0,0,0,1,0
18,"62mpqbrr","SUB19","P1",18,45,3,55,45,28,72,55,45,19.8,7.2,3,"T3",1,0,0,0,1,0
24,"49ru8nb0","SUB26","P2",24,17,3,70,30,10,90,83,17,29.88,2.72,3,"T3",1,0,0,0,1,0
26,"1zh5s3po","SUB25","P1",26,10,3,55,45,30,70,90,10,32.4,1.6,3,"T3",1,0,0,0,1,0
6,"tp33s34j","SUB07","P1",6,20,3,55,45,21,79,80,20,28.8,3.2,4,"T3",1,0,0,0,1,0
14,"qdz5djn8","SUB15","P1",14,15,3,70,30,24,76,85,15,30.6,2.4,4,"T3",1,0,0,0,1,0
26,"1zh5s3po","SUB25","P2",26,42,3,75,25,50,50,58,42,20.88,6.72,4,"T3",1,0,0,0,1,0
2,"jqjfk2ez","SUB02","P2",2,22,3,75,25,20,80,78,22,28.08,3.52,5,"T3",1,0,0,0,1,0
23,"7mv0ktln","SUB23","P1",23,30,3,80,20,27,73,70,30,25.2,4.8,5,"T3",1,0,0,0,1,0
2,"jqjfk2ez","SUB02","P1",2,30,3,65,35,24,76,70,30,25.2,4.8,6,"T3",1,0,0,0,1,0
6,"tp33s34j","SUB07","P2",6,37,3,90,10,20,80,63,37,22.68,5.92,6,"T3",1,0,0,0,1,0
7,"7wdmb5sf","SUB09","P1",7,15,3,56,44,20,80,85,15,30.6,2.4,6,"T3",1,0,0,0,1,0
12,"ptghbnc9","SUB14","P2",12,39,3,70,30,42,58,61,39,21.96,6.24,6,"T3",1,0,0,0,1,0
15,"h9ymerbf","SUB17","P2",15,44,3,70,30,40,60,56,44,20.16,7.04,6,"T3",1,0,0,0,1,0
17,"zkx8in1a","SUB16","P1",17,1,3,59,41,24,76,99,1,35.64,0.16,6,"T3",1,0,0,0,1,0
18,"62mpqbrr","SUB19","P1",18,20,3,65,35,32,68,80,20,28.8,3.2,6,"T3",1,0,0,0,1,0
13,"ghobmd5w","SUB12","P2",13,42,3,70,30,45,55,58,42,20.88,6.72,7,"T3",1,0,0,0,1,0
18,"62mpqbrr","SUB19","P1",18,15,3,65,35,27,73,85,15,30.6,2.4,7,"T3",1,0,0,0,1,0
7,"7wdmb5sf","SUB09","P1",7,7,3,55,45,40,60,93,7,33.48,1.12,8,"T3",1,0,0,0,1,0
2,"jqjfk2ez","SUB02","P1",2,20,3,60,40,36,64,80,20,28.8,3.2,9,"T3",1,0,0,0,1,0
15,"h9ymerbf","SUB17","P1",15,20,3,59,41,26,74,80,20,28.8,3.2,9,"T3",1,0,0,0,1,0
25,"n1afhoo5","SUB27","P2",25,40,3,70,30,35,65,60,40,21.6,6.4,9,"T3",1,0,0,0,1,0
1,"03lvt6vi","SUB01","P1",1,20,3,60,40,24,76,80,20,28.8,3.2,10,"T3",1,0,0,0,1,0
7,"7wdmb5sf","SUB09","P1",7,7,3,54,46,36,64,93,7,33.48,1.12,10,"T3",1,0,0,0,1,0
15,"h9ymerbf","SUB17","P1",15,20,3,60,40,30,70,80,20,28.8,3.2,10,"T3",1,0,0,0,1,0
19,"qjoebw3l","SUB21","P2",19,23,3,70,30,30,70,77,23,27.72,3.68,10,"T3",1,0,0,0,1,0
22,"1pbdj537","SUB20","P1",22,50,3,56,44,28,72,50,50,18,8,10,"T3",1,0,0,0,1,0
25,"n1afhoo5","SUB27","P1",25,60,3,60,40,20,80,40,60,14.4,9.6,10,"T3",1,0,0,0,1,0
6,"tp33s34j","SUB07","P1",6,0,4,65,35,20,80,100,0,0,0,1,"T3",1,0,0,0,0,1
22,"1pbdj537","SUB20","P1",22,40,4,58,42,30,70,60,40,0,0,3,"T3",1,0,0,0,0,1
17,"zkx8in1a","SUB16","P2",17,43,4,70,30,1,99,57,43,0,0,4,"T3",1,0,0,0,0,1
3,"imt9yc21","SUB03","P1",3,20,4,75,25,36,64,80,20,0,0,5,"T3",1,0,0,0,0,1
21,"74dlajfd","SUB22","P1",21,20,4,55,45,24,76,80,20,0,0,5,"T3",1,0,0,0,0,1
4,"u9s293b2","SUB04","P2",4,34,4,75,25,30,70,66,34,0,0,6,"T3",1,0,0,0,0,1
23,"7mv0ktln","SUB23","P1",23,30,4,75,25,24,76,70,30,0,0,6,"T3",1,0,0,0,0,1
23,"7mv0ktln","SUB23","P2",23,12,4,60,40,20,80,88,12,0,0,7,"T3",1,0,0,0,0,1
26,"1zh5s3po","SUB25","P1",26,5,4,50,50,36,64,95,5,0,0,8,"T3",1,0,0,0,0,1
18,"62mpqbrr","SUB19","P2",18,35,4,75,25,45,55,65,35,0,0,9,"T3",1,0,0,0,0,1
20,"q4jqgxsk","SUB24","P1",20,50,4,50,50,33,67,50,50,0,0,10,"T3",1,0,0,0,0,1
23,"7mv0ktln","SUB23","P2",23,20,4,70,30,30,70,80,20,0,0,10,"T3",1,0,0,0,0,1
